"semana","SKU","Descripcion","Familia","Codigo_familia","Subfamilia","Unidad_medida","clasificacion_ABC","nivel_servicio_objetivo","lambda_sku","costo_unitario","margen_bruto","precio_venta","factor_estacional","demanda_semanal","inventario_inicial","unidades_recibidas","ventas","demanda_insatisfecha","quiebre_stock","devoluciones","inventario_final","posicion_inventario","punto_reorden","stock_seguridad","pedido_realizado","cantidad_pedida","lead_time_pedido","valor_inventario_final","costo_mantener_sem","costo_faltante_sem","costo_ordenar_sem"
8,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,631341,0.3179,925594.37,0.8878,1,1,1,1,0,0,0,1,9,8.26,4.71,0,0,NA,631341,3035.29,0,0
9,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,648460.36,0.3179,950692.67,0.8844,1,1,3,1,0,0,0,3,8,8.26,4.71,1,1,1.383,1945381.08,9352.79,0,60000
10,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,688738.29,0.3179,1009743.21,0.8676,0,3,1,0,0,0,0,4,9,8.26,4.71,0,0,NA,2754953.14,13244.97,0,0
11,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,677742.06,0.3179,993621.89,0.7562,0,4,4,0,0,0,0,8,9,8.26,4.71,0,0,NA,5421936.48,26067,0,0
12,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,659684.69,0.3179,967148.4,0.7559,0,8,1,0,0,0,0,9,9,8.26,4.71,0,0,NA,5937162.19,28544.05,0,0
13,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,614563.23,0.3179,900996.88,0.7006,0,9,0,0,0,0,0,9,9,8.26,4.71,0,0,NA,5531069.09,26591.68,0,0
14,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,627590.17,0.3179,920095.37,0.7253,0,9,0,0,0,0,0,9,9,8.26,4.71,0,0,NA,5648311.5,27155.34,0,0
15,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,623560.56,0.3179,914187.65,0.7865,0,9,0,0,0,0,0,9,9,8.26,4.71,0,0,NA,5612045.02,26980.99,0,0
16,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,610830.69,0.3179,895524.69,0.7384,1,9,0,1,0,0,0,8,8,8.26,4.71,1,1,3.702,4886645.54,23493.49,0,60000
17,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,625991.09,0.3179,917751,0.7328,1,8,0,1,0,0,0,7,8,8.26,4.71,1,1,3.112,4381937.63,21067.01,0,60000
18,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,623663.43,0.3179,914338.47,0.7162,2,7,0,2,0,0,0,5,7,8.26,4.71,1,2,3.262,3118317.15,14991.91,0,60000
19,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,640281.24,0.3179,938701.46,0.7566,4,5,0,4,0,0,0,1,5,8.26,4.71,1,4,1.591,640281.24,3078.28,0,60000
20,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,646613.14,0.3179,947984.51,0.79,0,1,2,0,0,0,0,3,9,8.26,4.71,0,0,NA,1939839.43,9326.15,0,0
21,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,655647.03,0.3179,961228.89,0.8459,1,3,6,1,0,0,0,8,8,8.26,4.71,1,1,5.383,5245176.28,25217.19,0,60000
22,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,675517.58,0.3179,990360.64,0.8034,2,8,0,2,0,0,0,6,7,8.26,4.71,1,2,4.979,4053105.51,19486.08,0,60000
23,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,624679.87,0.3179,915828.64,0.8252,1,6,0,1,0,0,0,5,8,8.26,4.71,1,1,6.511,3123399.33,15016.34,0,60000
24,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,637685.41,0.3179,934895.77,0.8653,0,5,0,0,0,0,0,5,9,8.26,4.71,0,0,NA,3188427.06,15328.98,0,0
25,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,649886.12,0.3179,952782.95,0.8066,1,5,0,1,0,0,0,4,8,8.26,4.71,1,1,2.593,2599544.5,12497.81,0,60000
26,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,643901.47,0.3179,944008.99,0.9647,0,4,1,0,0,0,0,5,9,8.26,4.71,0,0,NA,3219507.34,15478.4,0,0
27,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,654074.53,0.3179,958923.47,0.997,0,5,2,0,0,0,0,7,9,8.26,4.71,0,0,NA,4578521.68,22012.12,0,0
28,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,642542.44,0.3179,942016.55,0.9133,0,7,1,0,0,0,0,8,9,8.26,4.71,0,0,NA,5140339.51,24713.17,0,0
29,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,650940.42,0.3179,954328.64,1.0195,1,8,0,1,0,0,0,7,8,8.26,4.71,1,1,3.203,4556582.96,21906.65,0,60000
30,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,645847.15,0.3179,946861.51,0.9494,1,7,1,1,0,0,0,7,8,8.26,4.71,1,1,2.002,4520930.07,21735.24,0,60000
31,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,649471.8,0.3179,952175.53,1.0006,0,7,0,0,0,0,0,7,9,8.26,4.71,0,0,NA,4546302.63,21857.22,0,0
32,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,640792.68,0.3179,939451.27,1.0423,0,7,2,0,0,0,0,9,9,8.26,4.71,0,0,NA,5767134.13,27726.61,0,0
33,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,647288.29,0.3179,948974.33,1.1069,0,9,0,0,0,0,0,9,9,8.26,4.71,0,0,NA,5825594.64,28007.67,0,0
34,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,625860.26,0.3179,917559.2,1.0605,1,9,0,1,0,0,0,8,8,8.26,4.71,1,1,0.993,5006882.1,24071.55,0,60000
35,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,607059.31,0.3179,889995.56,1.1371,2,8,1,2,0,0,0,7,7,8.26,4.71,1,2,1.954,4249415.2,20429.88,0,60000
36,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,660734.79,0.3179,968687.93,1.1516,0,7,0,0,0,0,0,7,9,8.26,4.71,0,0,NA,4625143.53,22236.27,0,0
37,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,653432.73,0.3179,957982.55,1.2021,0,7,2,0,0,0,0,9,9,8.26,4.71,0,0,NA,5880894.54,28273.53,0,0
38,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,618914.31,0.3179,907375.89,1.1336,0,9,0,0,0,0,0,9,9,8.26,4.71,0,0,NA,5570228.75,26779.95,0,0
39,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,661551.41,0.3179,969885.16,1.1838,1,9,0,1,0,0,0,8,8,8.26,4.71,1,1,5.758,5292411.29,25444.29,0,60000
40,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,673933.88,0.3179,988038.81,1.2061,0,8,0,0,0,0,0,8,9,8.26,4.71,0,0,NA,5391471.03,25920.53,0,0
41,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,607704.21,0.3179,890941.03,1.2126,2,8,0,2,0,0,0,6,7,8.26,4.71,1,2,1.101,3646225.26,17529.93,0,60000
42,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,644696.65,0.3179,945174.79,1.2525,0,6,2,0,0,0,0,8,9,8.26,4.71,0,0,NA,5157573.21,24796.03,0,0
43,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,639032.29,0.3179,936870.39,1.3333,0,8,0,0,0,0,0,8,9,8.26,4.71,0,0,NA,5112258.28,24578.16,0,0
44,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,667375.72,0.3179,978424.05,1.3167,0,8,0,0,0,0,0,8,9,8.26,4.71,0,0,NA,5339005.78,25668.3,0,0
45,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,670394.45,0.3179,982849.74,1.2535,0,8,1,0,0,0,0,9,9,8.26,4.71,0,0,NA,6033550.06,29007.45,0,0
46,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,660593.75,0.3179,968481.15,1.2557,1,9,0,1,0,0,0,8,8,8.26,4.71,1,1,3.634,5284749.97,25407.45,0,60000
47,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,616190.97,0.3179,903383.27,1.1772,0,8,0,0,0,0,0,8,9,8.26,4.71,0,0,NA,4929527.76,23699.65,0,0
48,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,657682.28,0.3179,964212.72,1.227,1,8,0,1,0,0,0,7,8,8.26,4.71,1,1,1.866,4603775.96,22133.54,0,60000
49,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,640899.3,0.3179,939607.59,1.1971,1,7,0,1,0,0,0,6,8,8.26,4.71,1,1,3.481,3845395.82,18487.48,0,60000
50,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,653800.91,0.3179,958522.33,1.1544,1,6,2,1,0,0,0,7,8,8.26,4.71,1,1,4.339,4576606.35,22002.92,0,60000
51,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,641414.91,0.3179,940363.51,1.129,0,7,0,0,0,0,0,7,9,8.26,4.71,0,0,NA,4489904.4,21586.08,0,0
52,"HER-DEM-001","Demoledor","Herramientas","HER","Demoledor","unidad","B",0.95,0.8862,598042.62,0.3179,876776.4,1.2081,1,7,1,1,0,0,0,7,8,8.26,4.71,1,1,2.071,4186298.36,20126.43,0,60000
1,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,870694.07,0.2395,1144864.62,1.0847,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
2,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,787346.43,0.2395,1035271.87,1.0932,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
3,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,803329.86,0.2395,1056288.28,1.0513,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
4,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,793701.67,0.2395,1043628.29,1.057,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
5,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,798223.13,0.2395,1049573.51,1.0172,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
6,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,798766.54,0.2395,1050288.02,0.9725,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
7,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,767947.18,0.2395,1009764.04,0.8599,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
8,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,829164.75,0.2395,1090258.25,0.817,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
9,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,823791.61,0.2395,1083193.17,0.8405,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
10,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,785105.32,0.2395,1032325.06,0.8495,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
11,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,774958.67,0.2395,1018983.36,0.7962,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
12,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,794241.91,0.2395,1044338.64,0.7571,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
13,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,813250.55,0.2395,1069332.87,0.7391,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
14,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,818813.96,0.2395,1076648.12,0.7733,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
15,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,815874.9,0.2395,1072783.58,0.7177,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
16,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,807107.03,0.2395,1061254.83,0.7822,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
17,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,813781.68,0.2395,1070031.24,0.7623,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
18,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,849703.08,0.2395,1117263.84,0.718,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
19,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,805471.12,0.2395,1059103.79,0.762,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
20,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,781157.36,0.2395,1027133.93,0.8173,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
21,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,802813.57,0.2395,1055609.41,0.7678,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
22,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,809290.83,0.2395,1064126.27,0.7856,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
23,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,801433.67,0.2395,1053794.99,0.8593,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
24,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,803694.35,0.2395,1056767.54,0.7792,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
25,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,796926.59,0.2395,1047868.7,0.7767,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
26,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,809402.74,0.2395,1064273.43,0.8379,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
27,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,813331.2,0.2395,1069438.91,0.9166,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
28,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,787530.32,0.2395,1035513.66,0.9839,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
29,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,815774.23,0.2395,1072651.22,0.9872,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
30,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,821160.17,0.2395,1079733.12,0.9877,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
31,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,793368.57,0.2395,1043190.3,1.1017,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
32,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,765487.63,0.2395,1006530.01,1.0096,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
33,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,836602.21,0.2395,1100037.67,0.9998,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
34,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,783384.79,0.2395,1030062.76,1.209,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
35,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,826242.12,0.2395,1086415.31,1.1539,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
36,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,818870.44,0.2395,1076722.39,1.1818,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
37,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,798449.86,0.2395,1049871.62,1.2247,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
38,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,825940.34,0.2395,1086018.51,1.0985,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
39,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,800179.31,0.2395,1052145.65,1.1949,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
40,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,843955.15,0.2395,1109705.96,1.272,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
41,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,815361.88,0.2395,1072109.02,1.1723,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
42,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,771538.66,0.2395,1014486.43,1.2391,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
43,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,855392.86,0.2395,1124745.25,1.3077,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
44,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,815375.14,0.2395,1072126.46,1.2011,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
45,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,837674.27,0.2395,1101447.31,1.3312,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
46,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,800977.06,0.2395,1053194.61,1.2818,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
47,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,783873.39,0.2395,1030705.2,1.2857,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
48,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,803113.69,0.2395,1056004.04,1.2942,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
49,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,791558.83,0.2395,1040810.7,1.1741,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
50,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,808166.06,0.2395,1062647.34,1.1571,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
51,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,820562.86,0.2395,1078947.73,1.114,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
52,"HER-COM-001","Compresor","Herramientas","HER","Compresores","unidad","C",0.9,0.0186,824703.52,0.2395,1084392.23,1.1899,0,0,0,0,0,0,0,0,0,0.43,0.35,0,0,NA,0,0,0,0
1,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,487926.43,0.2081,616180.55,1.1531,3,53,0,3,0,0,0,50,50,47.87,27.36,0,0,NA,24396321.68,117290.01,0,0
2,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,489420.69,0.2081,618067.58,0.9857,14,50,0,14,0,0,1,36,36,47.87,27.36,1,17,2.983,17619144.89,84707.43,0,60000
3,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,481403.66,0.2081,607943.23,0.9461,5,36,1,5,0,0,1,32,46,47.87,27.36,1,7,1.654,15404917.09,74062.1,0,60000
4,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,487845.84,0.2081,616078.77,0.9845,6,32,1,6,0,0,0,27,48,47.87,27.36,0,0,NA,13171837.74,63326.14,0,0
5,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,500763.75,0.2081,632392.22,0.9714,3,27,21,3,0,0,0,45,45,47.87,27.36,1,8,4.863,22534368.55,108338.31,0,60000
6,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,485416.24,0.2081,613010.54,1.0175,7,45,0,7,0,0,1,38,46,47.87,27.36,1,7,2.996,18445817.05,88681.81,0,60000
7,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,496246.37,0.2081,626687.42,0.8917,8,38,1,8,0,0,0,31,46,47.87,27.36,1,7,1.507,15383637.39,73959.8,0,60000
8,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,475457.89,0.2081,600434.58,0.864,4,31,0,4,0,0,0,27,48,47.87,27.36,0,0,NA,12837362.91,61718.09,0,0
9,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,461226.75,0.2081,582462.71,0.9201,12,27,13,12,0,0,0,28,36,47.87,27.36,1,17,1.946,12914348.97,62088.22,0,60000
10,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,513188.68,0.2081,648083.11,0.8328,7,28,8,7,0,0,0,29,45,47.87,27.36,1,8,6.442,14882471.58,71550.34,0,60000
11,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,498293.97,0.2081,629273.26,0.8339,10,29,16,10,0,0,0,35,43,47.87,27.36,1,10,4.332,17440289.1,83847.54,0,60000
12,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,492815.27,0.2081,622354.44,0.8238,6,35,0,6,0,0,0,29,47,47.87,27.36,1,6,3.133,14291642.72,68709.82,0,60000
13,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,481159.95,0.2081,607635.46,0.7655,5,29,0,5,0,0,0,24,48,47.87,27.36,0,0,NA,11547838.86,55518.46,0,0
14,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,508113.63,0.2081,641674.07,0.7099,4,24,0,4,0,0,0,20,44,47.87,27.36,1,9,4.095,10162272.68,48857.08,0,60000
15,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,496970.96,0.2081,627602.48,0.8002,8,20,16,8,0,0,0,28,45,47.87,27.36,1,8,6.065,13915186.88,66899.94,0,60000
16,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,476998.74,0.2081,602380.45,0.7798,7,28,8,7,0,0,0,29,46,47.87,27.36,1,7,5.549,13832963.41,66504.63,0,60000
17,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,474157.4,0.2081,598792.25,0.7096,6,29,0,6,0,0,0,23,46,47.87,27.36,1,7,5.369,10905620.23,52430.87,0,60000
18,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,483104.29,0.2081,610090.88,0.7939,2,23,9,2,0,0,0,30,50,47.87,27.36,0,0,NA,14493128.6,69678.5,0,0
19,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,485316.62,0.2081,612884.74,0.773,7,30,0,7,0,0,0,23,43,47.87,27.36,1,10,6.444,11162282.3,53664.82,0,60000
20,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,496689.81,0.2081,627247.43,0.7088,5,23,0,5,0,0,1,18,48,47.87,27.36,0,0,NA,8940416.62,42982.77,0,0
21,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,481472.78,0.2081,608030.52,0.7998,5,18,9,5,0,0,0,22,44,47.87,27.36,1,9,2.885,10592401.18,50925.01,0,60000
22,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,494016.48,0.2081,623871.4,0.7477,5,22,12,5,0,0,0,29,48,47.87,27.36,0,0,NA,14326478.02,68877.3,0,0
23,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,462597.41,0.2081,584193.66,0.7753,7,29,0,7,0,0,0,22,41,47.87,27.36,1,12,8.947,10177143.07,48928.57,0,60000
24,"HER-CRR-001","Sierra Circular","Herramientas","HER","Sierras","unidad","A",0.98,5.1265,497432.61,0.2081,628185.48,0.761,7,22,9,7,0,0,1,24,46,47.87,27.36,1,7,5.29,11938382.74,57396.07,0,60000
